302	1,07
303	6,85
304	2,46
305	6,71
306	3,90
307	0,50
308	9,08
309	5,95
310	4,64
311	1,67
312	8,67
313	7,67
314	3,50
315	8,13
316	4,86
317	5,35
318	6,55
319	4,36
320	7,16
321	5,68
322	4,66
323	8,81
324	7,87
325	9,09
326	2,96
327	6,44
328	8,97
329	4,05
330	6,13
331	1,27
332	0,47
333	4,78
334	9,55
335	7,78
336	2,71
337	0,66
338	0,86
339	5,06
340	4,13
341	1,35
342	3,19
343	0,58
344	3,74
345	7,70
346	1,84
347	1,25
348	1,57
349	0,18
350	3,77
351	5,60
352	6,64
353	5,29
354	9,29
355	8,47
356	1,77
357	7,70
358	9,58
359	5,95
360	3,53
361	3,34
362	2,94
363	0,31
364	5,38
365	8,19
366	1,66
367	0,26
368	5,85
369	2,39
370	7,62
371	9,68
372	0,41
373	4,66
374	2,82
375	5,48
376	2,19
377	4,70
378	1,02
379	0,62
380	5,18
381	2,14
382	4,37
383	2,61
384	8,86
385	0,97
386	5,72
387	4,32
388	7,78
389	7,55
390	8,12
391	5,30
392	3,61
393	0,97
394	1,00
395	8,78
396	4,39
397	0,04
398	9,20
399	1,71
400	9,69
401	6,71
402	2,74
403	5,79
404	3,98
405	0,47
406	8,79
407	2,25
408	9,27
409	1,32
410	0,52
411	8,36
412	2,60
413	3,19
414	6,44
415	5,26
416	3,72
417	9,07
418	4,93
419	4,36
420	0,93
421	5,58
422	0,57
423	5,22
424	0,70
425	2,56
426	10,00
427	7,00
428	4,75
429	4,71
430	7,71
431	0,17
432	4,50
433	5,32
434	9,20
435	7,12
436	0,90
437	5,91
438	1,97
439	4,01
440	5,34
441	5,82
442	8,40
443	0,78
444	4,25
445	9,42
446	2,97
447	8,87
448	2,19
449	2,58
450	8,89
451	8,19
452	6,90
453	1,81
454	5,14
455	4,98
456	9,54
457	1,27
458	8,25
459	4,06
460	6,16
461	6,58
462	3,13
463	5,48
464	8,40
465	6,26
466	5,94
467	0,30
468	6,90
469	3,44
470	4,69
471	1,65
472	2,14
473	5,64
474	9,89
475	2,53
476	8,00
477	4,53
478	2,82
479	3,30 ;
